Id,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,ADDRESSBLO,ADDRESSBUI,ADDRESSPOS,ADDRESSSTR,ADDRESSTYP,HYPERLINK,LANDXADDRE,LANDYADDRE,PHOTOURL,ADDRESSFLO,INC_CRC,FMEL_UPD_D,ADDRESSUNI,snippet,Y,X
431,Pizza Hut - OneKM (Fast Casual),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,OneKM,437157,Tanjong Katong Road,R,,0,0,,B1,614C6BC9CC6C0E9F,2.02004E+13,"01,K1",,32997.57659,34806.73799
432,Pizza Hut - Hillion Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,17,Hillion Mall,678278,Petir Road,R,,0,0,,B2,B978567B34FC3155,2.02004E+13,54,,40036.5402,20145.6156
433,Pizza Hut - Plaza Singapura,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,68,Plaza Singapura,238839,Orchard Road,R,,0,0,,B2,1E13B07C58EAB9E2,2.02004E+13,1,,31455.57599,29305.33689
434,Pizza Hut - Punggol Plaza (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,168,Punggol Plaza,820168,Punggol Field,R,,0,0,,B1,66B5346018C53307,2.02004E+13,4,,41787.4589,36864.8681
435,Pizza Hut - SAFRA Punggol (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,9,Safra Punggol,828654,Sentul Crescent,R,,0,0,,2,ABCEC0FD6A2BB95F,2.02004E+13,1,,43548.8047,36091.9804
436,Pizza Hut - Simon Road (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,23,,545909,Simon Road,R,,0,0,,,359E383CB197CF3C,2.02004E+13,,,38236.66729,33830.1051
437,Pizza Hut - Sun Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,90,Sun Plaza,538766,Hougang Ave 10,R,,0,0,,2,3500FCBCCF828130,2.02004E+13,25,,39368.87299,34715.4432
438,Pizza Hut - Tampines Hub (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,51,Our Tampines Hub,528523,Tampines Avenue 4,R,,0,0,,1,C57C470A2B6F0AEA,2.02004E+13,13,,37288.50339,39837.2247
439,Pizza Hut - Tampines Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,4,Tampines Mall,529510,Tampines Central 5,R,,0,0,,2,30EA1FA42BC72CAA,2.02004E+13,2,,37197.43079,40360.7753
440,Pizza Hut - Tampines Mart (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,Tampines Mart,529287,Tampines St 32,R,,0,0,,1,E721151531EC4D79,2.02004E+13,15,,37405.07799,42087.1007
441,Pizza Hut - Tampines New Town (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,139,,521139,Tampines Street 11,R,,0,0,,1,3CC7E2FF240CA405,2.02004E+13,66,,36468.12489,40349.3066
442,Pizza Hut - Tanjong Katong (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,251,,437039,Tanjong Katong Road,R,,0,0,,,D243CF219CB259F3,2.02004E+13,,,32276.59379,34898.5062
443,Pizza Hut - Tanjong Pagar MRT (EXP),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,120,,69119,Maxwell Road,R,,0,0,,B1,0A1415ACDB81A989,2.02004E+13,36,,28776.17849,29346.99349
444,Pizza Hut - The Seletar Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,33,The Seletar Mall,797653,Sengkang West Avenue,R,,0,0,,1,3BD72E3B99AFC0F8,2.02004E+13,"1,9,2014",,41478.7338,32757.4124
445,"Pizza Hut - The Signature, CBP (DEL)",Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,51,The Signature,486066,Changi Business Park Central 2,R,,0,0,,1,B8A11FE6BF7BE445,2.02004E+13,15,,35216.53019,42667.9903
446,Pizza Hut - Thomson Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,301,Thomson Plaza,574408,Upper Thomson Road,R,,0,0,,2,017D965EA8CF525E,2.02004E+13,"24,26",,37417.93339,27733.0417
447,Pizza Hut - Toa Payoh,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,190,,310190,Toa Payoh Lorong 6,R,,0,0,,2,886D416B2E3188CE,2.02004E+13,516A,,35019.19309,29630.04119
448,Pizza Hut - Toa Payoh 2 (DEL),Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,85,,310085,Lorong 4 Toa Payoh,R,,0,0,,1,AE4C8D5C2C2B29EC,2.02004E+13,360,,35385.16669,29681.5909
449,NUS- The Terrace,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,National University of Singapore School of Computing,119077,Lower Kent Ridge Road,F,,0,0,,,30FC2BCB610C49D4,2.02004E+13,,,31519.75749,21429.233
450,NUS-Alcove,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,50,University Cultural Centre,119279,Kent Ridge Crescent,R,,0,0,,,369B0AB367456440,2.02004E+13,,,31558.21349,21176.7032
451,NUS-Flavors@Utown,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,,138607,College Avenue West,F,,0,0,,2,C4C06E972321F168,2.02004E+13,1,,31901.19809,21219.9023
452,Paradise Dynasty - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,R,,0,0,,5,997DF23DDAA20ADE,2.02004E+13,16,,46412.0239,22699.52399
453,Paradise Dynasty - ION,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,ION Orchard,238801,Orchard Turn,R,,0,0,,4,0D92D93E25D86E71,2.02004E+13,12A,,31819.16829,27785.9379
454,Paradise Dynasty - Lot ONE,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,21,Lot One,689812,Choa Chu Kang Avenue 4,R,,0,0,,3,E2F449850928E27A,2.02004E+13,2B,,40779.5207,18165.7486
455,Paradise Dynasty - OneKM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,OneKM,437157,Tanjong Katong Road,R,,0,0,,2,614C6BC9B18BC6A5,2.02004E+13,33,,32997.57659,34806.73799
456,Paradise Dynasty - Terminal 3,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,65,Changi Airport terminal 3,819663,Airport Boulevard,R,,0,0,,3,1A6E905CB3BC9467,2.02004E+13,32,,37385.47989,44899.3133
457,Paradise Dynasty - Vivo City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Vivo City,98585,Harbourfront Walk,R,,0,0,,3,575173172CC74EC1,2.02004E+13,8A,,27380.70089,26694.6131
458,Paradise Dynasty - Westgate,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Westgate,608532,Gateway Drive,R,,0,0,,2,F7A1D2FA173ECD15,2.02004E+13,13,,35135.44119,17902.41249
459,Paradise Inn - 313 @ Somerset,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,313,313 @ Somerset,238895,Orchard Road,R,,0,0,,B3,A9D27B10970B2057,2.02004E+13,39,,31526.07059,28485.87179
460,Paradise Inn - Bedok Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,799,Bedok Point,467351,Upper Changi Road,R,,0,0,,2,96A75AFBD5292C7B,2.02004E+13,1,,34133.23959,39022.3331
461,Paradise Inn - City Square Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,180,City Square Mall,208539,Kitchener Road,R,,0,0,,B1,525075C583546A23,2.02004E+13,1,,32622.99229,30571.1667
462,Paradise Inn - Eastpoint mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Eastpoint Mall,528833,Simei Street 6,R,,0,0,,2,3050F06A3E2CC051,2.02004E+13,6,,36095.47039,41321.9779
463,Paradise Inn - Marina Bay Link mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,8A,Marina Bay Link Mall,819642,Marina Boulevard,R,,0,0,,B2,8E43F1B70142FB95,2.02004E+13,20,,38283.41319,45404.241
464,Paradise Inn - Suntec City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3,Suntec City Mall,38983,Temasek Boulevard,R,,0,0,,B1,16B4C2F594B495CB,2.02004E+13,110,,30806.67729,30710.7121
465,Paradise Inn - Terminal 1,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,80,Changi Airport terminal 1,819642,Airport Boulevard viewing gallery,R,,0,0,,3,8E43F1B744CE8383,2.02004E+13,19,,38283.41319,45404.241
466,Paradise Inn - The Seletar Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,33,The Seletar Mall,797653,Sengkang West Avenue,R,,0,0,,3,3BD72E3B4B4B9F21,2.02004E+13,10,,41478.7338,32757.4124
467,Paradise Inn - Thomson Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,301,Thomson Plaza,574408,Upper Thomson Road,R,,0,0,,1,017D965EC09151B6,2.02004E+13,110,,37417.93339,27733.0417
468,Paradise Inn - West Coast Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,154,West Coast Plaza Shopping Mall,127371,West coast road,R,,0,0,,B1,F989269445014CDC,2.02004E+13,48,,31769.17029,20428.4284
469,ParaThai - OneKM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,OneKM,437157,Tanjong Katong Road,R,,0,0,,2,614C6BC9A2C20744,2.02004E+13,23,,32997.57659,34806.73799
470,Pasta Fresca Da Salvatore - Boat Quay,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,30,,49819,Boat Quay,R,,0,0,,,21064105DF98DBC9,2.02004E+13,,,29829.00379,29837.7881
471,Pasta Fresca Da Salvatore - Guthrie House,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Guthrie House,268802,Fifth Avenue,R,,0,0,,1,BC7CA3963E2F5014,2.02004E+13,2,,34780.57529,23812.5899
472,Pasta Fresca Da Salvatore - East Coast Road,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,9,,455203,Upper East Coast Road,R,,0,0,,1,FEE4B30118C81154,2.02004E+13,1,,32806.56529,38269.4469
473,PastaMania - Ang Mo Kio Delivery Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,408,Ang Mo Kio Delivery Hub,560408,Ang Mo Kio Avenue 10,R,,0,0,,2,5C6418EB52770CC6,2.02004E+13,783,,38238.57649,30367.0101
474,PastaMania - Bishan Junction 8,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,9,Junction 8,579837,Bishan Place,R,,0,0,,1,EF33ED2C29CF1B78,2.02004E+13,37,,36928.13689,29687.033
475,PastaMania - Bugis Junction,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,200,Bugis Junction,188021,Victoria Street,R,,0,0,,B1,3D7EAAAA25A01D0A,2.02004E+13,8,,31274.86219,30458.706
476,PastaMania - Cathay Cineleisure,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,8,Cathay Cineleisure,239695,Grange Road,R,,0,0,,2,86E14996A85F31D9,2.02004E+13,23,,31541.09979,28346.2347
477,PastaMania - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,R,,0,0,,B1,997DF23D0D2F46C2,2.02004E+13,20,,46412.0239,22699.52399
478,PastaMania - City Square Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,180,City Square Mall,208539,Kitchener Road,R,,0,0,,2,525075C56C2CD00A,2.02004E+13,"21,22",,32622.99229,30571.1667
479,Subway - Balmoral Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,271,Balmoral Plaza,259708,Bukit Timah Road,Q,,0,0,,1,3BFE8F8C235C44C9,2.02004E+13,6,,33190.72289,28241.3901
480,Subway - 100AM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,100,100AM Shopping Mall,79027,Tras Street,Q,,0,0,,1,38E1324B5D80A023,2.02004E+13,15,,28563.01119,29129.8555
481,Subway - 313 @ Somerset,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,313,313 @ Somerset,238895,Orchard Road,Q,,0,0,,B3,A9D27B106795F776,2.02004E+13,1,,31526.07059,28485.87179
482,Subway - Alocassia,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,383,Alocassia Building,259727,Bukit Timah Road,Q,,0,0,,1,8B47B4544897A945,2.02004E+13,5,,33522.06579,27335.2941
483,Subway - AMK Hub,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,53,AMK Hub,569933,Ang Mo Kio Ave 3,Q,,0,0,,1,0AB8ACDD4B071173,2.02004E+13,35,,39030.10889,29678.294
484,Subway - Asia Square Tower 2,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,12,Asia Square Tower 2,18961,Marina View,Q,,0,0,,2,9970EFDF9A69461A,2.02004E+13,7,,28974.25239,29945.0061
485,Subway - Bedok Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,311,Bedok Mall,467351,New Upper Changi Road,Q,,0,0,,1,96A75AFBD891A1DF,2.02004E+13,96,,34133.23959,39022.3331
486,Subway - Bedok Reservoir,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,744,,470744,Bedok Reservoir Road,Q,,0,0,,1,B4790DA424527726,2.02004E+13,3031,,35559.50099,37831.8315
487,Subway - Bendemeer Shopping Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,27,Bendemeer Shopping Mall,330027,Bendeemer Road,Q,,0,0,,1,3E4C704BECCBF54B,2.02004E+13,673,,33455.95899,31282.755
488,Subway - Breadtalk IHQ,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,30,Breadtalk IHQ,534013,Tai Seng Street,Q,,0,0,,2,FEF6A036333C30D7,2.02004E+13,2,,35170.70799,34267.709
489,Subway - Bugis Junction,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,200,Bugis Junction,188021,Victoria Street,Q,,0,0,,B1,3D7EAAAA64EE009A,2.02004E+13,25A,,31274.86219,30458.706
490,Subway - Bugis+,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,201,Bugis+,188067,Victoria Street,Q,,0,0,,5,825711FD4F3E362D,2.02004E+13,9,,31335.34459,30248.02429
491,Subway - Bukit Batok West,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,802,,467360,Bukit Batok West Ave 5,Q,,0,0,,1,7C89C17659AC5B06,2.02004E+13,96,,34112.28809,38678.1716
492,Subway - Bukit Merah Central,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,165,,150165,Bukit Merah Central,Q,,0,0,,1,27D0CB7CDDBC0463,2.02004E+13,3687,,29499.32709,26149.6881
493,Subway - Bukit Panjang Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Bukit Panjang Plaza,677743,Jelebu Road,Q,,0,0,,1,E9984692515201AE,2.02004E+13,38,,40276.2203,20281.4687
494,Subway - Bukit Timah Plaza,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Bukit Timah Plaza,588996,Jalan Anak Bukit,Q,,0,0,,B2,EE66746A59D60BE3,2.02004E+13,FB1,,35647.44859,21906.0068
495,Subway - Causeway Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Causeway Point,738099,Woodlands Square,Q,,0,0,,B1,997DF23D3A1BAA80,2.02004E+13,19,,46412.0239,22699.52399
496,Subway - Central Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,20,Central Square Village Residences,59765,Havelock Road,Q,,0,0,,1,7350C7D91BAF6ED4,2.02004E+13,19,,30062.44069,29106.9891
497,Subway - Changi City Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,5,Changi City Point,486038,Changi Business Park Central 1,Q,,0,0,,B1,F775E2BC497A4080,2.02004E+13,35,,35168.78959,42364.2295
498,Subway - Changi General Hospital,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,Changi General Hospital,329984,Simei St 2 Lobby B,Q,,0,0,,,DBB80E4AFF3DD839,2.02004E+13,,,34367.82029,29464.3394
499,Subway - Choa Chu Kang,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,475,,680475,Choa Chu Kang Avenue 3,Q,,0,0,,1,FB2CB1EC09A6595D,2.02004E+13,22,,40004.1704,17495.92589
500,Subway - Chinatown Point,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,133,Chinatown Point,59413,New Bridge Road,Q,,0,0,,B1,CA38BDBEE4A6A7F7,2.02004E+13,37,,29714.16409,29266.3331
501,Subway - City Square Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,180,City Square Mall,208539,Kitchener Road,Q,,0,0,,B1,525075C5CF023CE6,2.02004E+13,35,,32622.99229,30571.1667
502,Subway - Clementi Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,3155,Clementi Mall,129588,Commonwealth Avenue West,Q,,0,0,,B1,E9AD0B2DE76C9FD6,2.02004E+13,"24,25",,33015.41229,20313.1303
503,Subway - Compass One,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Compass One,545078,Sengkang Square,Q,,0,0,,1,3291922B34EADE50,2.02004E+13,20,,41556.3036,34862.1106
504,Subway - Courts Tampines,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,50,Courts (Tampines),528766,Tampines North Drive 2,Q,,0,0,,3,A00478A9998DEFDA,2.02004E+13,,,39514.0416,39183.0076
505,Subway - Dawson Place,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,57,Dawson Place,142057,Dawson Road,Q,,0,0,,1,1759201B9615DB2D,2.02004E+13,12,,30566.10329,25511.5682
506,Subway - Eastwood Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,20,Eastwood Centre,486442,Eastwood Drive,Q,,0,0,,1,B05D5EDA07BA820A,2.02004E+13,11,,33744.82129,41588.6282
507,Subway - Far East Square,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,"42,43",Far East Square,49959,Pekin Street,Q,,0,0,,1,258FD1372F35FDA5,2.02004E+13,1,,29510.20799,29659.2092
508,Subway - Gek Poh Shopping Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,762,Gek Poh Shopping Mall,640762,Jurong West Street 75,Q,,0,0,,1,190ABA686F40C074,2.02004E+13,324,,36763.14789,12910.7211
509,Subway - Great World City,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Great World City,237994,Kim Seng Promenade,Q,,0,0,,B2,C8D45DC636EDD9DE,2.02004E+13,9,,30687.60899,27826.31219
510,Subway - Harbourfront Centre,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,1,Harbourfront Centre,99253,Maritime Square,Q,,0,0,,2,80335D78632FA543,2.02004E+13,82,,27178.08099,26364.7783
511,Subway - HDB Hub Toa Payoh,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,480,HDB Hub Toa Payoh,310480,Toa Payoh Lorong 6,Q,,0,0,,1,2BCE4D9A410A31B1,2.02004E+13,13,,34926.91839,29670.176
512,Subway - Heartbeat @ Bedok,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,11,Heartbeat @ Bedok,469662,Bedok North Street 1,Q,,0,0,,1,E6D5FB69DAA98F3A,2.02004E+13,16,,34356.99209,38940.0236
513,Subway - Heartland Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,205,Heartland Mall,530205,Hougang Street 21,Q,,0,0,,,432E0EC7FB104A74,2.02004E+13,,,37951.80899,33760.4367
514,Subway - Hougang Mall,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,90,Hougang Mall,538766,Hougang Avenue 10,Q,,0,0,,2,3500FCBC84D37C54,2.02004E+13,10,,39368.87299,34715.4432
515,Subway - Hougang Ave 9,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,51,,538776,Hougane Avenue 9,Q,,0,0,,1,765242D9BBEDFCB1,2.02004E+13,2,,39682.5601,33517.1525
516,Subway - IMM,Choose healthier options from F&B outlets under HPB's Healthier Dining Programme,,,,,-1,0,-1,,,2,IMM,609601,Jurong East Street 21,Q,,0,0,,1,9FB1C7B3732741DB,2.02004E+13,114,,35231.97309,18364.09869
